epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,344.978,0.74807,1.01773,0.81342,1.15993,0.82399,0.76532,0.83736,0.65561,0.8171,0.79676,0.84593,0.71191,0.79111,1.13241,0.94781,0.89791,0.012476,0.012476,0.012476
21,355.985,0.75149,1.02818,0.82379,1.151,0.92398,0.79997,0.85984,0.68845,0.93624,0.81059,0.88044,0.76839,0.76212,0.95702,0.79653,0.88028,0.01208,0.01208,0.01208
22,367.167,0.74307,1.04247,0.81802,1.16036,0.83526,0.81953,0.85373,0.69127,0.90094,0.77239,0.86814,0.74832,0.73629,0.90498,0.80992,0.88299,0.011684,0.011684,0.011684
23,378.216,0.72447,1.05959,0.79966,1.14349,0.77544,0.73248,0.77398,0.59793,0.7642,0.72187,0.76047,0.63881,0.88657,1.2614,1.0659,0.94772,0.011288,0.011288,0.011288
24,389.317,0.70848,1.00102,0.78057,1.13331,0.90337,0.79396,0.88263,0.69273,0.89799,0.80367,0.88682,0.76117,0.75876,0.95505,0.81518,0.88074,0.010892,0.010892,0.010892
25,400.433,0.71357,0.98133,0.76629,1.14371,0.89697,0.81329,0.87403,0.6921,0.8934,0.80072,0.87862,0.74811,0.78823,0.96991,0.81902,0.88937,0.010496,0.010496,0.010496
26,411.444,0.70984,0.98435,0.76404,1.13961,0.9351,0.81104,0.86975,0.69838,0.92521,0.8259,0.88365,0.75476,0.73344,0.99215,0.80165,0.87055,0.0101,0.0101,0.0101
27,422.41,0.6871,0.97999,0.75068,1.11819,0.89217,0.85138,0.89172,0.71048,0.9307,0.8259,0.90619,0.76787,0.73628,0.84778,0.70686,0.85288,0.009704,0.009704,0.009704
28,433.6,0.68238,0.94486,0.75576,1.12287,0.91039,0.81968,0.88913,0.70387,0.91054,0.81953,0.89516,0.76469,0.75267,0.88406,0.73917,0.85087,0.009308,0.009308,0.009308
29,444.723,0.66687,0.87806,0.72865,1.12441,0.88083,0.83652,0.86002,0.70057,0.88531,0.84076,0.86786,0.76012,0.71986,0.92955,0.88604,0.84012,0.008912,0.008912,0.008912
30,455.834,0.66613,0.93138,0.72366,1.1124,0.88039,0.80892,0.85607,0.68261,0.89425,0.82166,0.87078,0.74433,0.75054,0.98303,0.75837,0.87784,0.008516,0.008516,0.008516
31,466.869,0.64828,0.92717,0.71725,1.1058,0.92148,0.83015,0.88648,0.72722,0.92855,0.83652,0.89572,0.78215,0.68058,0.91663,0.73077,0.81275,0.00812,0.00812,0.00812
32,477.992,0.6576,0.92166,0.72612,1.11904,0.94056,0.83984,0.89185,0.72207,0.95047,0.84713,0.90393,0.79228,0.72214,0.92699,0.69761,0.85334,0.007724,0.007724,0.007724
33,489.141,0.65055,0.90649,0.70881,1.11387,0.93889,0.83439,0.89353,0.71997,0.94606,0.84076,0.89835,0.78604,0.76109,0.86993,0.68601,0.83526,0.007328,0.007328,0.007328
34,500.227,0.63108,0.8761,0.68382,1.10354,0.90104,0.83652,0.8813,0.70917,0.92614,0.82166,0.89388,0.77681,0.7394,0.84094,0.75347,0.84686,0.006932,0.006932,0.006932
35,511.317,0.62911,0.8405,0.67838,1.10364,0.93041,0.85157,0.89667,0.74285,0.93865,0.85563,0.90549,0.80239,0.67054,0.81983,0.68438,0.80425,0.006536,0.006536,0.006536
36,522.485,0.62182,0.86396,0.67423,1.10069,0.91935,0.82378,0.88815,0.72606,0.93159,0.83015,0.89941,0.79573,0.7057,0.78222,0.70008,0.81144,0.00614,0.00614,0.00614
37,533.535,0.615,0.86394,0.67814,1.09565,0.93228,0.8259,0.87958,0.7349,0.94427,0.83652,0.89622,0.80038,0.6721,0.81964,0.72314,0.81045,0.005744,0.005744,0.005744
38,544.496,0.60089,0.82751,0.65479,1.08787,0.89561,0.84926,0.87633,0.73637,0.91862,0.84926,0.89194,0.7921,0.64139,0.75722,0.7433,0.80003,0.005348,0.005348,0.005348
39,555.63,0.60448,0.82825,0.66678,1.08404,0.93535,0.8259,0.89372,0.74845,0.94053,0.8395,0.90414,0.79931,0.64411,0.77698,0.65022,0.78728,0.004952,0.004952,0.004952
40,566.87,0.59734,0.82178,0.67063,1.08322,0.94994,0.84603,0.90858,0.76782,0.96134,0.84469,0.91703,0.82303,0.62602,0.77137,0.62683,0.78917,0.004556,0.004556,0.004556
41,579.205,0.51376,0.67485,0.55686,1.0839,0.91992,0.84289,0.90422,0.76737,0.95763,0.83015,0.91206,0.81902,0.61752,0.76806,0.62324,0.79515,0.00416,0.00416,0.00416
42,590.204,0.48891,0.62695,0.4775,1.07524,0.90633,0.8217,0.87851,0.74509,0.94395,0.82246,0.89632,0.79524,0.61805,0.77732,0.66523,0.79114,0.003764,0.003764,0.003764
43,601.048,0.47777,0.61435,0.45503,1.05682,0.91389,0.84501,0.89825,0.76054,0.93193,0.84292,0.90599,0.80705,0.61167,0.77499,0.63063,0.77738,0.003368,0.003368,0.003368
44,611.931,0.46526,0.61106,0.43931,1.04988,0.92909,0.84076,0.90465,0.76838,0.93863,0.84926,0.91576,0.81647,0.60022,0.7833,0.61409,0.77083,0.002972,0.002972,0.002972
45,622.843,0.45944,0.60574,0.42485,1.03994,0.93805,0.83585,0.91141,0.77614,0.93704,0.85323,0.92175,0.81824,0.58809,0.75904,0.58931,0.75795,0.002576,0.002576,0.002576
46,633.894,0.43478,0.57397,0.41563,1.03468,0.95737,0.81052,0.90021,0.77151,0.9674,0.81901,0.90763,0.8101,0.58759,0.74087,0.61541,0.75492,0.00218,0.00218,0.00218
47,644.732,0.4222,0.56865,0.40099,1.02234,0.92839,0.84289,0.91199,0.78431,0.94763,0.84527,0.9182,0.82784,0.59072,0.74889,0.58573,0.75623,0.001784,0.001784,0.001784
48,655.702,0.42555,0.57501,0.40123,1.0225,0.93239,0.84076,0.90287,0.77831,0.95148,0.84289,0.91321,0.82084,0.57886,0.74947,0.59333,0.75878,0.001388,0.001388,0.001388
49,666.579,0.40842,0.55525,0.37805,1.00779,0.92775,0.84516,0.90552,0.78577,0.94524,0.84295,0.91295,0.82497,0.55439,0.76546,0.57046,0.7462,0.000992,0.000992,0.000992
50,677.569,0.40485,0.54747,0.37195,1.01626,0.91979,0.84713,0.90571,0.78208,0.93511,0.8535,0.9195,0.82276,0.56427,0.76145,0.57846,0.75,0.000596,0.000596,0.000596
