epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,259.355,0.75571,1.00511,0.88091,1.15567,0.92319,0.78769,0.86051,0.67258,0.9256,0.80892,0.88118,0.76277,0.81126,1.00811,0.8999,0.89673,0.007822,0.007822,0.007822
13,270.512,0.74079,1.08527,0.85285,1.1516,0.87689,0.77127,0.85136,0.65077,0.90683,0.77919,0.85799,0.71677,0.79813,1.2547,0.92199,0.89203,0.007624,0.007624,0.007624
14,281.581,0.73793,1.0408,0.85653,1.14852,0.88557,0.74735,0.82014,0.63878,0.89782,0.74622,0.81766,0.67112,0.80654,1.47275,1.00519,0.93064,0.007426,0.007426,0.007426
15,292.687,0.73417,1.00544,0.84297,1.14948,0.86441,0.79858,0.86292,0.66648,0.88512,0.80158,0.87287,0.73068,0.8138,1.06989,0.85485,0.9064,0.007228,0.007228,0.007228
16,303.764,0.71381,0.98717,0.81664,1.12911,0.84344,0.75584,0.80153,0.60978,0.84991,0.75796,0.80382,0.65807,0.8165,1.0752,0.94639,0.9197,0.00703,0.00703,0.00703
17,314.768,0.6905,0.9605,0.80157,1.12573,0.928,0.82097,0.8941,0.72213,0.95198,0.84189,0.91311,0.79582,0.71431,0.83373,0.76547,0.84077,0.006832,0.006832,0.006832
18,325.887,0.69415,0.95812,0.79834,1.12836,0.88103,0.80679,0.84707,0.66349,0.88963,0.81316,0.85539,0.7309,0.73576,1.04027,0.94941,0.86266,0.006634,0.006634,0.006634
19,336.868,0.693,0.94378,0.79043,1.12221,0.89394,0.84109,0.87406,0.68008,0.92591,0.84926,0.89523,0.75694,0.78543,0.98701,0.95168,0.8824,0.006436,0.006436,0.006436
20,347.923,0.68442,0.90384,0.77362,1.12584,0.92427,0.84076,0.88425,0.73163,0.93483,0.84926,0.88348,0.78579,0.68002,0.91902,0.73005,0.83678,0.006238,0.006238,0.006238
21,359.004,0.67635,0.92158,0.77908,1.11518,0.92976,0.8259,0.89145,0.70991,0.9403,0.83604,0.90159,0.78307,0.71545,0.83508,0.80677,0.82741,0.00604,0.00604,0.00604
22,370.035,0.68107,0.9169,0.76913,1.12416,0.93142,0.83864,0.89504,0.7341,0.94335,0.84847,0.90201,0.79511,0.66735,0.80878,0.73743,0.83468,0.005842,0.005842,0.005842
23,381.156,0.66743,0.90354,0.7557,1.10797,0.91356,0.83023,0.89303,0.69847,0.92237,0.8325,0.89583,0.76878,0.76674,0.90197,0.72742,0.86936,0.005644,0.005644,0.005644
24,392.183,0.64741,0.87718,0.73822,1.10688,0.90693,0.78344,0.8533,0.69921,0.91676,0.79193,0.86408,0.7569,0.72442,0.97781,0.81578,0.85265,0.005446,0.005446,0.005446
25,403.232,0.65492,0.87023,0.74608,1.11418,0.8934,0.81104,0.838,0.66926,0.89608,0.81316,0.83966,0.71487,0.79029,1.15257,0.8408,0.8644,0.005248,0.005248,0.005248
26,414.393,0.65229,0.88147,0.73463,1.10858,0.90832,0.84138,0.89209,0.72549,0.92439,0.85655,0.90344,0.78945,0.69254,0.86053,0.70381,0.83434,0.00505,0.00505,0.00505
27,425.516,0.63554,0.86563,0.71078,1.09284,0.91513,0.84289,0.89206,0.71558,0.92764,0.85138,0.90218,0.78481,0.72916,0.77989,0.70671,0.82395,0.004852,0.004852,0.004852
28,436.563,0.63682,0.82597,0.72348,1.1001,0.93594,0.80042,0.87162,0.69621,0.94419,0.80679,0.87377,0.74844,0.74621,0.95242,0.78353,0.8618,0.004654,0.004654,0.004654
29,447.608,0.61493,0.7957,0.68897,1.09704,0.87958,0.84076,0.85688,0.69442,0.88145,0.83665,0.8571,0.74738,0.68854,0.86636,0.832,0.81661,0.004456,0.004456,0.004456
30,458.735,0.6144,0.8429,0.69587,1.08327,0.92006,0.82803,0.88278,0.71371,0.9307,0.83652,0.88922,0.78253,0.72368,0.88134,0.72017,0.84103,0.004258,0.004258,0.004258
31,469.839,0.60009,0.81979,0.68217,1.07949,0.90921,0.80255,0.86579,0.71715,0.91793,0.80892,0.8658,0.7685,0.6468,0.79718,0.77486,0.79645,0.00406,0.00406,0.00406
32,480.923,0.61738,0.82521,0.69359,1.09068,0.93551,0.83157,0.90802,0.73639,0.94506,0.84006,0.91247,0.7972,0.69483,0.77075,0.6668,0.84919,0.003862,0.003862,0.003862
33,492.06,0.60378,0.81141,0.67103,1.08729,0.94548,0.82378,0.89749,0.7485,0.94934,0.82803,0.90095,0.79669,0.69672,0.80144,0.71433,0.81947,0.003664,0.003664,0.003664
34,503.18,0.58953,0.77362,0.64715,1.08271,0.94216,0.79548,0.86549,0.71863,0.95301,0.81104,0.87732,0.7742,0.6983,0.89503,0.72399,0.82393,0.003466,0.003466,0.003466
35,514.164,0.59151,0.75424,0.65098,1.08078,0.92462,0.85138,0.91816,0.7404,0.94554,0.84787,0.91987,0.80088,0.70101,0.75348,0.64813,0.82601,0.003268,0.003268,0.003268
36,525.339,0.58248,0.77934,0.6502,1.07774,0.92514,0.82378,0.88525,0.7183,0.93464,0.82803,0.88704,0.78905,0.73643,0.78404,0.73699,0.8236,0.00307,0.00307,0.00307
37,536.44,0.57424,0.76866,0.65135,1.071,0.93704,0.8532,0.90297,0.74786,0.9397,0.86022,0.90843,0.81613,0.66656,0.73532,0.65159,0.79036,0.002872,0.002872,0.002872
38,547.604,0.56214,0.72276,0.63147,1.06649,0.90317,0.83227,0.88295,0.74455,0.91166,0.83864,0.88719,0.78408,0.63345,0.79499,0.64802,0.7891,0.002674,0.002674,0.002674
39,558.598,0.56917,0.74774,0.65006,1.06504,0.92681,0.83347,0.89999,0.74953,0.94333,0.84817,0.90588,0.80112,0.63829,0.73457,0.63351,0.77258,0.002476,0.002476,0.002476
40,569.601,0.55976,0.748,0.637,1.06649,0.94606,0.83439,0.90163,0.77313,0.96716,0.84501,0.91202,0.82076,0.57655,0.72924,0.59336,0.75976,0.002278,0.002278,0.002278
41,581.924,0.46834,0.60159,0.55768,1.04994,0.94567,0.83015,0.90179,0.7606,0.95787,0.84076,0.9057,0.81037,0.63916,0.74759,0.65092,0.78167,0.00208,0.00208,0.00208
42,593.05,0.45289,0.55891,0.47392,1.04682,0.93755,0.83652,0.90091,0.76348,0.94231,0.84076,0.90459,0.80832,0.59213,0.72798,0.62283,0.7603,0.001882,0.001882,0.001882
43,604.088,0.43512,0.54378,0.44379,1.02877,0.91492,0.84713,0.90221,0.75155,0.92839,0.85329,0.90499,0.81082,0.64297,0.75502,0.61831,0.77611,0.001684,0.001684,0.001684
44,614.986,0.42368,0.55567,0.42559,1.02161,0.92604,0.84501,0.89336,0.76073,0.96786,0.83104,0.90044,0.8069,0.60909,0.77443,0.61866,0.76087,0.001486,0.001486,0.001486
45,625.909,0.41914,0.53327,0.41753,1.01352,0.92828,0.85193,0.91161,0.77837,0.94189,0.84501,0.915,0.82195,0.58286,0.71494,0.58574,0.747,0.001288,0.001288,0.001288
46,636.976,0.40101,0.50575,0.41154,1.00932,0.9568,0.84646,0.91447,0.78486,0.9592,0.84858,0.91595,0.82369,0.57945,0.71574,0.56134,0.74634,0.00109,0.00109,0.00109
47,648.122,0.38972,0.51259,0.39687,0.99805,0.93453,0.84858,0.90937,0.78244,0.94622,0.8592,0.91641,0.82425,0.56691,0.69359,0.56095,0.74309,0.000892,0.000892,0.000892
48,659.134,0.39494,0.51641,0.39688,0.99782,0.9582,0.84501,0.9048,0.77633,0.96657,0.85138,0.91012,0.81641,0.57139,0.70338,0.58333,0.74239,0.000694,0.000694,0.000694
49,670.148,0.38246,0.50023,0.37925,0.99001,0.94734,0.84501,0.9025,0.76738,0.95461,0.85138,0.90926,0.81296,0.57124,0.72445,0.57263,0.74469,0.000496,0.000496,0.000496
50,681.169,0.38742,0.49257,0.37941,0.99985,0.94928,0.84289,0.89498,0.76961,0.95528,0.84926,0.9036,0.80857,0.55404,0.72739,0.57336,0.73907,0.000298,0.000298,0.000298
