epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,518.491,0.61014,0.82819,0.70188,1.09056,0.91722,0.84686,0.88841,0.76328,0.92993,0.84532,0.89502,0.81206,0.61583,0.7672,0.67302,0.7785,0.003664,0.003664,0.003664
34,530.502,0.59982,0.82001,0.69688,1.088,0.91125,0.85023,0.87875,0.74847,0.92486,0.8624,0.89747,0.80482,0.60774,0.81515,0.65218,0.78603,0.003466,0.003466,0.003466
35,542.382,0.59168,0.78258,0.68084,1.08781,0.94684,0.85987,0.90718,0.76162,0.9562,0.86837,0.92234,0.82086,0.61832,0.71681,0.611,0.78414,0.003268,0.003268,0.003268
36,554.378,0.5834,0.76695,0.66568,1.08465,0.94534,0.84456,0.90234,0.75912,0.95499,0.85585,0.91346,0.81417,0.63698,0.73842,0.63682,0.77664,0.00307,0.00307,0.00307
37,566.389,0.58702,0.76197,0.6613,1.07688,0.9386,0.84289,0.90526,0.76338,0.94777,0.84752,0.91041,0.80929,0.63221,0.79741,0.61505,0.77873,0.002872,0.002872,0.002872
38,578.328,0.57338,0.72306,0.65409,1.07417,0.91758,0.85091,0.90164,0.75118,0.93099,0.85924,0.91221,0.8156,0.65429,0.73623,0.63307,0.79448,0.002674,0.002674,0.002674
39,590.218,0.56512,0.7684,0.6497,1.06793,0.9387,0.85138,0.90809,0.76668,0.94806,0.85987,0.91772,0.81692,0.62167,0.7296,0.6129,0.77523,0.002476,0.002476,0.002476
40,602.212,0.57617,0.75123,0.64174,1.0726,0.931,0.83864,0.88273,0.74802,0.93821,0.84289,0.8908,0.79595,0.61874,0.79413,0.63106,0.78172,0.002278,0.002278,0.002278
41,615.14,0.48293,0.60723,0.54411,1.06351,0.91786,0.85411,0.88988,0.74889,0.93454,0.85987,0.90383,0.80346,0.6243,0.78339,0.63248,0.79223,0.00208,0.00208,0.00208
42,627.132,0.45654,0.58041,0.47301,1.05186,0.91508,0.84654,0.8817,0.75676,0.95602,0.8308,0.89522,0.79609,0.56691,0.72521,0.6376,0.75891,0.001882,0.001882,0.001882
43,639.046,0.44969,0.55696,0.46463,1.04136,0.92124,0.81952,0.88271,0.7536,0.91727,0.84076,0.89147,0.79433,0.58459,0.75744,0.64478,0.76809,0.001684,0.001684,0.001684
44,650.914,0.44178,0.55543,0.44221,1.03073,0.93833,0.83993,0.89457,0.76559,0.9486,0.84076,0.90801,0.81087,0.59124,0.70579,0.59692,0.76984,0.001486,0.001486,0.001486
45,662.757,0.4376,0.54064,0.43361,1.02718,0.93484,0.84713,0.89603,0.7564,0.94315,0.84532,0.90212,0.7966,0.61827,0.72824,0.61737,0.78951,0.001288,0.001288,0.001288
46,674.594,0.41943,0.52585,0.41931,1.02885,0.96524,0.8253,0.89066,0.77179,0.94319,0.84605,0.90165,0.81047,0.59806,0.71528,0.60484,0.77234,0.00109,0.00109,0.00109
47,686.541,0.42028,0.53051,0.41147,1.022,0.91427,0.85563,0.89392,0.77472,0.97178,0.82378,0.90187,0.81038,0.56427,0.71199,0.57873,0.74593,0.000892,0.000892,0.000892
48,698.513,0.40264,0.5158,0.40005,1.00595,0.92044,0.8535,0.89012,0.77151,0.92652,0.85661,0.90378,0.80468,0.56628,0.71362,0.58904,0.75297,0.000694,0.000694,0.000694
49,710.392,0.39349,0.50813,0.3874,1.00498,0.91186,0.85661,0.89126,0.77235,0.93516,0.84713,0.90239,0.80679,0.56486,0.71287,0.58252,0.75433,0.000496,0.000496,0.000496
50,722.252,0.38709,0.51016,0.3857,1.00924,0.94142,0.85307,0.89912,0.77959,0.94682,0.85563,0.9088,0.81128,0.55607,0.7063,0.57016,0.74661,0.000298,0.000298,0.000298
