epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,139.307,0.90486,2.11777,2.03894,1.30984,0.77884,0.68577,0.77561,0.55926,0.79389,0.67728,0.77894,0.63167,0.7869,1.16208,2.15315,0.94976,0.0671447,0.000331871,0.000331871
2,155.092,0.78546,1.4261,1.56791,1.2304,0.88539,0.73811,0.84126,0.64978,0.88133,0.74109,0.84598,0.73505,0.7522,0.89358,1.58209,0.91862,0.0341316,0.000652034,0.000652034
3,170.501,0.75053,1.25895,1.33034,1.18777,0.86606,0.77919,0.8482,0.64115,0.87729,0.78556,0.85551,0.74173,0.90599,0.89615,1.42283,0.9528,0.00110519,0.000958996,0.000958996
4,185.626,0.71641,1.16099,1.20321,1.16148,0.86928,0.7983,0.86967,0.66341,0.86395,0.82242,0.87539,0.77253,0.7787,0.81671,1.3118,0.89375,0.0009406,0.0009406,0.0009406
5,200.994,0.70104,1.13081,1.15253,1.15044,0.8985,0.82378,0.87807,0.70875,0.89656,0.83227,0.88906,0.79863,0.72587,0.76943,1.20209,0.8577,0.0009208,0.0009208,0.0009208
6,216.269,0.67954,1.09353,1.10722,1.13835,0.89094,0.83254,0.87942,0.72446,0.89377,0.83439,0.88391,0.79867,0.68001,0.74527,1.13303,0.8308,0.000901,0.000901,0.000901
7,231.427,0.66021,1.0274,1.05325,1.12718,0.93593,0.81104,0.87331,0.70145,0.93632,0.81741,0.88061,0.78514,0.7212,0.76433,1.13776,0.84968,0.0008812,0.0008812,0.0008812
8,246.677,0.64276,1.01063,1.05069,1.12315,0.91011,0.81691,0.87386,0.70296,0.9242,0.82834,0.8894,0.78681,0.72546,0.81336,1.09185,0.85004,0.0008614,0.0008614,0.0008614
9,262.052,0.65328,1.02247,1.02603,1.12737,0.90366,0.81652,0.86781,0.721,0.91306,0.82502,0.87669,0.78661,0.65114,0.77581,1.06126,0.82641,0.0008416,0.0008416,0.0008416
10,277.232,0.64609,0.97352,1.01985,1.12218,0.93485,0.85303,0.90274,0.75615,0.92895,0.86056,0.90846,0.8118,0.62112,0.75378,1.02625,0.79601,0.0008218,0.0008218,0.0008218
11,292.664,0.63487,1.02167,0.98792,1.11939,0.91368,0.83147,0.88516,0.74424,0.93651,0.84076,0.89577,0.79759,0.6343,0.77917,1.00643,0.80549,0.000802,0.000802,0.000802
12,307.993,0.63445,0.93766,0.98027,1.1143,0.9241,0.82719,0.8921,0.72356,0.91645,0.83836,0.89353,0.8017,0.67662,0.74646,0.99571,0.81148,0.0007822,0.0007822,0.0007822
13,323.274,0.627,0.96094,0.97776,1.11506,0.92922,0.8362,0.89148,0.76028,0.9411,0.8481,0.90114,0.81039,0.6076,0.75752,0.99715,0.7996,0.0007624,0.0007624,0.0007624
