epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,457.488,0.57174,0.77299,0.69185,1.06527,0.92224,0.79406,0.87672,0.74836,0.94144,0.80892,0.88565,0.79386,0.62881,0.84128,0.72012,0.7867,0.002129,0.002129,0.002129
31,468.552,0.55592,0.77337,0.679,1.06208,0.90268,0.83227,0.89429,0.73943,0.9142,0.84289,0.90238,0.80476,0.66215,0.7379,0.70741,0.79589,0.00203,0.00203,0.00203
32,479.573,0.57396,0.75994,0.69329,1.07638,0.92467,0.83864,0.90941,0.76349,0.93672,0.84859,0.91485,0.81693,0.61783,0.77394,0.6463,0.79414,0.001931,0.001931,0.001931
33,490.721,0.55884,0.7586,0.66823,1.06786,0.94445,0.83031,0.91368,0.76466,0.9542,0.83864,0.91557,0.81081,0.63226,0.79538,0.64062,0.79338,0.001832,0.001832,0.001832
34,501.801,0.55129,0.73366,0.65565,1.06667,0.94146,0.84501,0.90777,0.78269,0.94619,0.84926,0.91417,0.82275,0.59251,0.71111,0.62601,0.76146,0.001733,0.001733,0.001733
35,513.027,0.54682,0.70429,0.65243,1.06566,0.92706,0.83657,0.90494,0.75588,0.92706,0.83657,0.9021,0.80289,0.63345,0.77403,0.70424,0.79048,0.001634,0.001634,0.001634
36,524.054,0.55045,0.72819,0.65102,1.06415,0.95591,0.83439,0.90081,0.76581,0.95903,0.84485,0.90484,0.81438,0.64538,0.75623,0.64229,0.78922,0.001535,0.001535,0.001535
37,535.163,0.53529,0.7079,0.64824,1.0566,0.93489,0.86624,0.91179,0.75509,0.93489,0.86624,0.91003,0.81025,0.65547,0.78437,0.63988,0.80723,0.001436,0.001436,0.001436
38,546.269,0.53293,0.69286,0.63134,1.05473,0.92145,0.84713,0.89893,0.7694,0.93853,0.84287,0.90099,0.81597,0.58191,0.74732,0.62634,0.76587,0.001337,0.001337,0.001337
39,557.281,0.53353,0.69602,0.64775,1.05062,0.91141,0.83015,0.89448,0.75985,0.9184,0.83652,0.90038,0.80813,0.59814,0.70552,0.67005,0.76972,0.001238,0.001238,0.001238
40,568.393,0.53759,0.69467,0.64755,1.05728,0.93162,0.8535,0.90714,0.78072,0.93394,0.85563,0.90692,0.82312,0.56645,0.71577,0.61245,0.75837,0.001139,0.001139,0.001139
41,580.669,0.44888,0.56018,0.62521,1.03482,0.94287,0.8409,0.906,0.77816,0.95002,0.85138,0.91429,0.8219,0.57693,0.75852,0.65982,0.7594,0.00104,0.00104,0.00104
42,591.72,0.42409,0.53371,0.51787,1.03187,0.93382,0.84926,0.91657,0.77893,0.94082,0.85563,0.9206,0.82685,0.56075,0.70215,0.61624,0.75315,0.000941,0.000941,0.000941
43,602.773,0.41604,0.51763,0.49321,1.01761,0.93188,0.84234,0.90588,0.76866,0.94122,0.84994,0.91511,0.82527,0.60136,0.70026,0.65169,0.77673,0.000842,0.000842,0.000842
44,613.763,0.41225,0.52279,0.4737,1.01295,0.92187,0.85174,0.90151,0.7779,0.91493,0.86412,0.90904,0.81893,0.56362,0.71465,0.63322,0.74667,0.000743,0.000743,0.000743
45,624.784,0.39872,0.51425,0.46353,0.99917,0.92406,0.84076,0.90924,0.78008,0.93841,0.8535,0.915,0.82992,0.55723,0.68087,0.62837,0.74615,0.000644,0.000644,0.000644
46,635.942,0.39305,0.4877,0.45298,1.00695,0.95593,0.82888,0.90577,0.77906,0.96327,0.83525,0.90988,0.82145,0.55025,0.69591,0.59738,0.73741,0.000545,0.000545,0.000545
47,646.86,0.37667,0.4939,0.44371,0.99101,0.94334,0.84844,0.91531,0.78815,0.95001,0.84723,0.92001,0.83103,0.55656,0.68748,0.59182,0.72963,0.000446,0.000446,0.000446
48,657.882,0.3896,0.49562,0.44169,0.99523,0.94677,0.84289,0.91482,0.78535,0.95451,0.84926,0.91694,0.82692,0.55443,0.68982,0.60065,0.73328,0.000347,0.000347,0.000347
49,668.786,0.37653,0.48592,0.42473,0.98456,0.94424,0.84076,0.9111,0.78817,0.95527,0.84713,0.91632,0.82741,0.54205,0.6942,0.59276,0.73264,0.000248,0.000248,0.000248
50,679.771,0.37533,0.48153,0.42342,0.99293,0.94323,0.84667,0.91636,0.7956,0.95269,0.85516,0.91618,0.83287,0.52624,0.69152,0.58679,0.72275,0.000149,0.000149,0.000149
