epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,308.752,0.87631,1.28658,0.97867,1.22685,0.88004,0.79433,0.86061,0.64996,0.90422,0.81316,0.87892,0.72968,0.9012,1.04526,0.87119,0.95927,0.015644,0.015644,0.015644
13,324.194,0.881,1.28637,0.96442,1.22503,0.89287,0.79627,0.8644,0.66587,0.90715,0.80901,0.88034,0.74286,0.83109,1.01161,0.91604,0.94381,0.015248,0.015248,0.015248
14,339.621,0.84395,1.24572,0.94642,1.20633,0.86375,0.81104,0.84967,0.6657,0.93394,0.78044,0.85782,0.7421,0.83873,1.02561,0.86778,0.91536,0.014852,0.014852,0.014852
15,354.946,0.84326,1.21144,0.94282,1.20442,0.92256,0.75796,0.86137,0.66007,0.93249,0.76433,0.8723,0.75336,0.84596,0.94825,0.91315,0.92226,0.014456,0.014456,0.014456
16,370.36,0.81971,1.2283,0.92429,1.20177,0.84044,0.77282,0.80932,0.61482,0.87179,0.77282,0.81741,0.6762,0.91379,1.18677,0.95409,0.96226,0.01406,0.01406,0.01406
17,385.723,0.82057,1.21046,0.93561,1.19889,0.92302,0.81463,0.87188,0.69348,0.93263,0.81529,0.88247,0.77225,0.77657,0.88349,0.80959,0.88609,0.013664,0.013664,0.013664
18,401.119,0.80381,1.19972,0.88657,1.18715,0.87705,0.78344,0.85156,0.67347,0.89589,0.80388,0.86474,0.75005,0.76823,1.01949,0.84334,0.87939,0.013268,0.013268,0.013268
19,416.348,0.79755,1.1283,0.89268,1.18258,0.90183,0.81922,0.87017,0.67791,0.90111,0.81529,0.87102,0.74518,0.80147,0.91282,0.88908,0.89442,0.012872,0.012872,0.012872
20,431.743,0.77432,1.12094,0.86792,1.17493,0.91178,0.79,0.87391,0.69406,0.92866,0.80146,0.8881,0.76608,0.78116,0.91776,0.85539,0.88147,0.012476,0.012476,0.012476
21,447.104,0.76693,1.12474,0.86052,1.17105,0.90021,0.80444,0.85083,0.66402,0.91673,0.81953,0.86583,0.76353,0.85569,0.99028,0.84948,0.92112,0.01208,0.01208,0.01208
22,462.454,0.77353,1.07181,0.85181,1.17261,0.90806,0.81784,0.8831,0.69469,0.92307,0.81953,0.88622,0.75864,0.72166,0.88534,0.74934,0.86597,0.011684,0.011684,0.011684
23,477.699,0.75148,1.04449,0.83541,1.16328,0.88899,0.8501,0.88384,0.71682,0.89343,0.85435,0.89338,0.78918,0.69265,0.89435,0.74297,0.83683,0.011288,0.011288,0.011288
24,493.185,0.74264,1.07652,0.83173,1.15585,0.90927,0.82987,0.88219,0.71125,0.9278,0.84577,0.8995,0.78402,0.71505,0.84533,0.77326,0.83138,0.010892,0.010892,0.010892
25,508.518,0.74681,1.04768,0.82611,1.1551,0.90994,0.84289,0.89534,0.71431,0.92424,0.85563,0.90345,0.78547,0.74028,0.82737,0.7346,0.84415,0.010496,0.010496,0.010496
26,523.597,0.71781,1.0508,0.79716,1.14931,0.92242,0.80781,0.88442,0.71715,0.92969,0.81417,0.88922,0.77382,0.71775,0.86152,0.75754,0.8447,0.0101,0.0101,0.0101
27,538.736,0.70147,0.98364,0.77668,1.13438,0.90062,0.84656,0.89787,0.74088,0.94608,0.81104,0.90188,0.80693,0.69368,0.81272,0.6798,0.82224,0.009704,0.009704,0.009704
28,554.292,0.71385,0.96839,0.80142,1.14129,0.90027,0.8433,0.87946,0.72182,0.95918,0.80892,0.88744,0.79633,0.69199,0.82369,0.69857,0.83607,0.009308,0.009308,0.009308
29,569.755,0.69382,0.93121,0.77988,1.13245,0.96275,0.80042,0.87206,0.7206,0.96702,0.80936,0.8801,0.79372,0.68692,0.83879,0.75513,0.84356,0.008912,0.008912,0.008912
30,585.019,0.68714,0.95142,0.76399,1.13219,0.92171,0.83864,0.88945,0.72764,0.928,0.8483,0.90638,0.7985,0.69598,0.82107,0.68347,0.8325,0.008516,0.008516,0.008516
31,600.335,0.67531,0.94997,0.75543,1.12562,0.93786,0.83319,0.90749,0.74019,0.94747,0.84241,0.91602,0.80415,0.66049,0.76941,0.65904,0.81627,0.00812,0.00812,0.00812
32,615.719,0.68258,0.946,0.75973,1.13697,0.92875,0.85789,0.90199,0.73883,0.94382,0.85609,0.90837,0.80332,0.68412,0.81289,0.66204,0.81921,0.007724,0.007724,0.007724
33,631.227,0.66795,0.97424,0.76562,1.13055,0.93028,0.82803,0.89935,0.73005,0.93569,0.83439,0.90426,0.8031,0.69315,0.81918,0.67954,0.82643,0.007328,0.007328,0.007328
34,646.405,0.67015,0.93485,0.75469,1.12926,0.93286,0.85545,0.90027,0.73615,0.93745,0.85915,0.9057,0.80313,0.66631,0.74756,0.70476,0.80921,0.006932,0.006932,0.006932
35,661.739,0.65444,0.88641,0.72335,1.12205,0.95938,0.83227,0.90653,0.7523,0.9754,0.84184,0.91838,0.81563,0.65603,0.76144,0.62843,0.80256,0.006536,0.006536,0.006536
36,677.284,0.64207,0.91684,0.71734,1.11498,0.90646,0.85138,0.89822,0.7416,0.91088,0.8463,0.8977,0.79671,0.6487,0.77573,0.64968,0.797,0.00614,0.00614,0.00614
37,692.545,0.63712,0.89204,0.72145,1.10917,0.93414,0.81306,0.88049,0.71847,0.94579,0.81491,0.89219,0.78246,0.68232,0.83146,0.7049,0.81126,0.005744,0.005744,0.005744
38,707.755,0.63351,0.89085,0.71478,1.11487,0.93887,0.84076,0.90835,0.76453,0.9529,0.84713,0.91534,0.80754,0.63069,0.75988,0.62531,0.79847,0.005348,0.005348,0.005348
39,723.175,0.62018,0.85171,0.69936,1.09596,0.95514,0.84713,0.91005,0.75448,0.96501,0.85563,0.91486,0.80971,0.64982,0.74529,0.61538,0.81025,0.004952,0.004952,0.004952
40,738.578,0.6106,0.87916,0.70211,1.10171,0.91615,0.85775,0.89726,0.75356,0.92085,0.86451,0.90868,0.80426,0.62452,0.7279,0.62444,0.78409,0.004556,0.004556,0.004556
41,754.347,0.53053,0.69066,0.55661,1.1034,0.94516,0.84168,0.91489,0.76776,0.96117,0.84086,0.92461,0.82503,0.63265,0.73151,0.61069,0.78225,0.00416,0.00416,0.00416
42,769.604,0.52423,0.65431,0.5045,1.10175,0.95796,0.83227,0.92159,0.78064,0.96778,0.83652,0.92563,0.83448,0.59633,0.71425,0.59106,0.77553,0.003764,0.003764,0.003764
43,784.967,0.49052,0.64137,0.48987,1.08046,0.95009,0.84713,0.92056,0.77505,0.95485,0.85138,0.92546,0.82904,0.61229,0.72145,0.59067,0.76764,0.003368,0.003368,0.003368
44,800.472,0.47445,0.62614,0.48405,1.06004,0.9224,0.85807,0.91952,0.77399,0.95382,0.84713,0.92761,0.82633,0.60934,0.70726,0.59691,0.77485,0.002972,0.002972,0.002972
45,815.646,0.47895,0.62886,0.47067,1.0693,0.95444,0.81316,0.90712,0.76625,0.96037,0.82322,0.9177,0.81126,0.60298,0.72172,0.60595,0.77009,0.002576,0.002576,0.002576
46,830.694,0.4691,0.62091,0.45337,1.05805,0.90052,0.862,0.91239,0.76229,0.90718,0.86837,0.92035,0.81167,0.63762,0.75248,0.6094,0.79563,0.00218,0.00218,0.00218
47,845.97,0.46051,0.60896,0.44402,1.05062,0.95788,0.82084,0.91486,0.77351,0.96771,0.83227,0.92131,0.82188,0.61134,0.70783,0.59727,0.766,0.001784,0.001784,0.001784
48,861.153,0.43771,0.57337,0.43372,1.03635,0.92281,0.83756,0.90887,0.77596,0.92514,0.83968,0.91574,0.81851,0.57355,0.70583,0.59122,0.7574,0.001388,0.001388,0.001388
49,876.188,0.43275,0.5774,0.41442,1.04184,0.89893,0.87049,0.90736,0.76822,0.90551,0.87686,0.91554,0.81598,0.59586,0.70878,0.59075,0.76101,0.000992,0.000992,0.000992
50,891.287,0.43023,0.5846,0.41751,1.03845,0.90104,0.86988,0.91367,0.77839,0.90763,0.87625,0.92254,0.82404,0.58181,0.70188,0.57759,0.75712,0.000596,0.000596,0.000596
