epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,306.085,0.60305,0.90148,0.91694,1.09456,0.93742,0.83439,0.89287,0.73498,0.94182,0.83864,0.89723,0.80348,0.65369,0.73364,0.982,0.80159,0.0007228,0.0007228,0.0007228
16,318.257,0.58611,0.91232,0.90915,1.08885,0.93128,0.84289,0.90198,0.75158,0.93851,0.84926,0.90642,0.81927,0.62749,0.7165,0.90264,0.79146,0.000703,0.000703,0.000703
17,330.411,0.59105,0.836,0.89181,1.09298,0.93871,0.84544,0.90646,0.74445,0.94673,0.84926,0.9077,0.81553,0.64522,0.70151,0.92901,0.788,0.0006832,0.0006832,0.0006832
18,342.432,0.58013,0.83051,0.8635,1.07965,0.939,0.83227,0.90108,0.75128,0.94139,0.83439,0.90272,0.81709,0.61069,0.73844,0.92227,0.7802,0.0006634,0.0006634,0.0006634
19,354.503,0.59431,0.84755,0.88291,1.09025,0.94948,0.8259,0.90396,0.75766,0.9474,0.82803,0.9099,0.81713,0.60325,0.70381,0.90497,0.77619,0.0006436,0.0006436,0.0006436
20,366.751,0.57445,0.83154,0.86787,1.08448,0.93427,0.80467,0.9041,0.7565,0.93137,0.81953,0.90665,0.82007,0.61886,0.69431,0.91423,0.77585,0.0006238,0.0006238,0.0006238
21,378.952,0.57469,0.84635,0.85751,1.07897,0.89782,0.85818,0.89796,0.74835,0.90338,0.862,0.90423,0.80838,0.61599,0.72963,0.88898,0.78418,0.000604,0.000604,0.000604
22,390.957,0.5844,0.86357,0.87069,1.08655,0.92547,0.84362,0.91047,0.77171,0.93013,0.84786,0.91329,0.82258,0.57627,0.70939,0.85561,0.76536,0.0005842,0.0005842,0.0005842
23,403.076,0.57041,0.82345,0.84524,1.08051,0.91656,0.85563,0.9007,0.76396,0.91955,0.85775,0.9065,0.81458,0.59098,0.69602,0.85817,0.75854,0.0005644,0.0005644,0.0005644
24,415.183,0.57502,0.82421,0.84946,1.07821,0.93861,0.84404,0.89501,0.73958,0.94707,0.8535,0.90265,0.80935,0.64333,0.72042,0.89093,0.77783,0.0005446,0.0005446,0.0005446
25,427.3,0.57789,0.85366,0.85705,1.08417,0.91704,0.84485,0.90493,0.76869,0.94844,0.8202,0.90748,0.81936,0.56118,0.71893,0.84018,0.75757,0.0005248,0.0005248,0.0005248
26,439.355,0.56063,0.78866,0.82385,1.07646,0.93787,0.82803,0.90211,0.7654,0.94261,0.84713,0.90731,0.80823,0.59146,0.73118,0.83712,0.76813,0.000505,0.000505,0.000505
27,451.401,0.57536,0.79925,0.82733,1.07081,0.93631,0.84289,0.89752,0.75845,0.94519,0.85138,0.90282,0.80467,0.59584,0.77514,0.84472,0.78033,0.0004852,0.0004852,0.0004852
28,463.353,0.56045,0.78412,0.82039,1.07395,0.94056,0.83986,0.90373,0.75625,0.94531,0.84411,0.90813,0.8153,0.61774,0.769,0.84904,0.7773,0.0004654,0.0004654,0.0004654
29,475.343,0.56103,0.7977,0.81883,1.07665,0.92132,0.83439,0.90291,0.75397,0.9298,0.84289,0.90902,0.81588,0.60726,0.71186,0.8437,0.77196,0.0004456,0.0004456,0.0004456
30,487.365,0.5546,0.80961,0.81555,1.07625,0.90493,0.84882,0.89122,0.75598,0.91283,0.85563,0.89959,0.80375,0.59529,0.71678,0.85814,0.77638,0.0004258,0.0004258,0.0004258
31,499.431,0.54822,0.74568,0.80195,1.06511,0.9307,0.84501,0.89722,0.76072,0.94127,0.85067,0.90226,0.81655,0.59359,0.73841,0.82278,0.76794,0.000406,0.000406,0.000406
32,511.417,0.54687,0.76633,0.80584,1.07554,0.9035,0.85477,0.90077,0.7631,0.90799,0.85902,0.90451,0.81505,0.57833,0.70377,0.81299,0.75806,0.0003862,0.0003862,0.0003862
33,523.438,0.55231,0.79529,0.80364,1.07068,0.89795,0.86837,0.90152,0.76501,0.90454,0.87473,0.90407,0.81488,0.56902,0.74709,0.80931,0.76226,0.0003664,0.0003664,0.0003664
34,535.51,0.55426,0.77831,0.81359,1.07293,0.91431,0.86089,0.90737,0.76931,0.92084,0.86412,0.91001,0.81891,0.57394,0.72279,0.81382,0.76514,0.0003466,0.0003466,0.0003466
35,547.661,0.54327,0.75599,0.79579,1.06697,0.93673,0.83015,0.90927,0.76907,0.94269,0.83819,0.91385,0.82385,0.58044,0.69855,0.79923,0.76153,0.0003268,0.0003268,0.0003268
36,559.762,0.54453,0.74727,0.7824,1.06968,0.9163,0.85996,0.90925,0.76688,0.91856,0.86209,0.91271,0.82176,0.57186,0.70497,0.8001,0.76026,0.000307,0.000307,0.000307
37,571.797,0.54832,0.7507,0.78332,1.06543,0.93083,0.84713,0.91314,0.76703,0.9355,0.85138,0.91542,0.8251,0.58357,0.70605,0.78684,0.76201,0.0002872,0.0002872,0.0002872
38,583.854,0.53736,0.74013,0.78194,1.06216,0.9404,0.83752,0.90757,0.7798,0.94279,0.83964,0.90959,0.82214,0.55482,0.70827,0.77916,0.75218,0.0002674,0.0002674,0.0002674
39,596.006,0.53988,0.76036,0.7879,1.06327,0.91982,0.85248,0.90606,0.76829,0.93385,0.8393,0.91138,0.8165,0.57807,0.7098,0.79584,0.75465,0.0002476,0.0002476,0.0002476
40,608.056,0.54726,0.76386,0.77495,1.06294,0.91627,0.85968,0.90755,0.7679,0.91854,0.8618,0.9113,0.82019,0.57233,0.72051,0.7804,0.75453,0.0002278,0.0002278,0.0002278
41,621.109,0.49515,0.64013,1.04212,1.07569,0.93532,0.81953,0.90411,0.77264,0.95592,0.8259,0.91136,0.8153,0.54597,0.6775,0.91718,0.74457,0.000208,0.000208,0.000208
42,633.177,0.46528,0.6079,0.87878,1.05857,0.92377,0.82327,0.90578,0.77688,0.9356,0.83284,0.91161,0.82165,0.56898,0.67271,0.926,0.74653,0.0001882,0.0001882,0.0001882
43,645.151,0.44817,0.60291,0.83882,1.04692,0.9141,0.83592,0.90743,0.77437,0.9572,0.82803,0.91195,0.81926,0.56641,0.66833,0.90283,0.74655,0.0001684,0.0001684,0.0001684
44,657.174,0.44527,0.5834,0.81476,1.036,0.94595,0.82166,0.90484,0.77356,0.95858,0.83528,0.91241,0.81468,0.559,0.67085,0.89107,0.74309,0.0001486,0.0001486,0.0001486
45,669.149,0.45036,0.59203,0.80683,1.03795,0.92504,0.83439,0.90772,0.78056,0.93954,0.84713,0.91304,0.81993,0.54115,0.67298,0.86038,0.72997,0.0001288,0.0001288,0.0001288
46,681.257,0.43996,0.57939,0.80526,1.04237,0.9264,0.83227,0.90474,0.77695,0.95589,0.82819,0.91075,0.81715,0.53687,0.67913,0.85724,0.73525,0.000109,0.000109,0.000109
47,693.24,0.44022,0.5757,0.79126,1.03801,0.92537,0.84501,0.90923,0.77759,0.94158,0.85542,0.91415,0.81933,0.5397,0.68225,0.84629,0.7319,8.92e-05,8.92e-05,8.92e-05
48,705.175,0.42872,0.57734,0.78456,1.02185,0.94225,0.83137,0.90926,0.78271,0.95664,0.84319,0.91611,0.82295,0.53383,0.68063,0.83979,0.73215,6.94e-05,6.94e-05,6.94e-05
49,717.308,0.42506,0.56415,0.77073,1.02524,0.94685,0.83218,0.90717,0.77938,0.9663,0.84289,0.91406,0.82218,0.53387,0.67705,0.83133,0.72988,4.96e-05,4.96e-05,4.96e-05
50,729.336,0.42392,0.5755,0.77418,1.03334,0.95184,0.8259,0.90646,0.78198,0.96579,0.83922,0.91329,0.82185,0.52904,0.68222,0.83295,0.72774,2.98e-05,2.98e-05,2.98e-05
