epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,944.108,0.68452,0.96902,0.79398,1.13855,0.92461,0.78981,0.87356,0.71902,0.92544,0.81953,0.88256,0.78456,0.65517,0.78697,0.7281,0.80526,0.006536,0.006536,0.006536
36,967.615,0.66652,0.97788,0.76867,1.13751,0.94131,0.8259,0.89509,0.75423,0.93999,0.83138,0.90019,0.8065,0.643,0.77048,0.68725,0.79431,0.00614,0.00614,0.00614
37,990.98,0.66326,0.93966,0.77099,1.12588,0.94505,0.83981,0.90444,0.74788,0.95461,0.84831,0.91338,0.80853,0.63612,0.76186,0.6666,0.79199,0.005744,0.005744,0.005744
38,1014.18,0.63779,0.90397,0.74289,1.12284,0.907,0.85775,0.89437,0.74806,0.92509,0.86526,0.91156,0.81084,0.63803,0.72623,0.69285,0.79063,0.005348,0.005348,0.005348
39,1037.68,0.64584,0.9134,0.73756,1.12494,0.93796,0.83464,0.88871,0.73385,0.94274,0.83888,0.89589,0.79559,0.68471,0.74625,0.70027,0.83335,0.004952,0.004952,0.004952
40,1060.83,0.63578,0.89111,0.74394,1.11677,0.9559,0.82834,0.90147,0.7641,0.96576,0.83829,0.91381,0.8165,0.61781,0.70535,0.64169,0.78173,0.004556,0.004556,0.004556
41,1084.8,0.56355,0.71651,0.59429,1.12439,0.94404,0.83652,0.91217,0.75693,0.95162,0.83529,0.91311,0.80996,0.62551,0.70462,0.64621,0.78442,0.00416,0.00416,0.00416
42,1107.75,0.53384,0.68116,0.54466,1.1149,0.92216,0.85138,0.91147,0.7702,0.92678,0.86002,0.91838,0.81013,0.60716,0.67768,0.62001,0.78297,0.003764,0.003764,0.003764
43,1130.77,0.5181,0.67577,0.52367,1.09781,0.91801,0.86412,0.92246,0.76688,0.9195,0.86624,0.92616,0.82092,0.62685,0.72209,0.61111,0.7848,0.003368,0.003368,0.003368
44,1154.14,0.50029,0.66033,0.51187,1.08054,0.96129,0.80679,0.91153,0.76363,0.96382,0.80892,0.92015,0.81199,0.62363,0.69701,0.61011,0.76776,0.002972,0.002972,0.002972
45,1177.01,0.4843,0.63144,0.48184,1.07033,0.92727,0.8391,0.913,0.7685,0.93684,0.84289,0.91879,0.81303,0.57824,0.69702,0.59517,0.76255,0.002576,0.002576,0.002576
46,1200.22,0.47566,0.64382,0.46487,1.0688,0.93213,0.84562,0.91016,0.77279,0.95822,0.8259,0.91447,0.81761,0.59996,0.6945,0.59989,0.76309,0.00218,0.00218,0.00218
47,1223.45,0.48004,0.62372,0.46526,1.06631,0.93886,0.84713,0.91776,0.78174,0.93886,0.84713,0.92274,0.8289,0.57382,0.67972,0.57989,0.74091,0.001784,0.001784,0.001784
48,1246.57,0.46559,0.6161,0.45907,1.05037,0.96977,0.81722,0.91195,0.78145,0.93052,0.85138,0.91848,0.81956,0.55429,0.70294,0.58287,0.74276,0.001388,0.001388,0.001388
49,1269.89,0.45173,0.60314,0.44274,1.04452,0.95322,0.81741,0.90644,0.77735,0.91768,0.85563,0.91731,0.81896,0.56723,0.69401,0.59111,0.74766,0.000992,0.000992,0.000992
50,1292.86,0.45239,0.61666,0.44451,1.04936,0.93582,0.84501,0.91018,0.79195,0.94053,0.84926,0.91858,0.82672,0.54861,0.69901,0.58163,0.74321,0.000596,0.000596,0.000596
